,0,1
COG0079,0.4260796343077111,0.5749867514573398
COG0080,0.5926380368098162,0.4074844074844075
COG0081,0.5710314417177916,0.42863175675675697
COG0082,0.42031066440412496,0.5836687751581371
COG0083,0.4938650306748469,0.5518018018018018
COG0084,0.4837861524978092,0.5212355212355214
COG0085,0.4938650306748467,0.5405405405405407
COG0086,0.4031551270815076,0.5984555984555986
COG0087,0.4845468225489064,0.5175930647628763
COG0088,0.5198579270261546,0.4812707444286394
COG0089,0.5121563281072485,0.4904904904904906
COG0090,0.5357179993761051,0.4649564819056346
COG0091,0.5343457708940965,0.4652193176783342
COG0092,0.5181534748063967,0.480726628267612
COG0093,0.5257272907183853,0.472972972972973
COG0094,0.5247315950920249,0.4729729729729731
COG0095,0.493865030674847,0.6081081081081083
COG0096,0.5470504955167534,0.4511434511434513
COG0097,0.5602051094222144,0.437676482452602
COG0098,0.5602051094222144,0.437676482452602
COG0099,0.5470504955167534,0.4511434511434513
COG0100,0.5537274586354343,0.4443079443079444
COG0101,0.4659104062970252,0.5354411014788375
COG0102,0.476226993865031,0.5236486486486488
COG0103,0.45728243581004335,0.5430430430430432
COG0104,0.44727399004514434,0.5532891381947986
COG0105,0.493865030674847,0.5159705159705161
COG0106,0.40954661080353155,0.5998681608437708
COG0107,0.49386503067484677,0.5108108108108109
COG0108,0.49386503067484694,0.5093555093555093
COG0109,0.5079754601226996,0.5135135135135136
COG0110,0.47793390065307756,0.5492589363557105
COG0111,0.4848856664807588,0.5159705159705161
COG0112,0.4938650306748468,0.5067567567567569
COG0113,0.4594093308603226,0.5499685732243873
COG0114,0.4938650306748467,0.5405405405405407
COG0115,0.5330606680299935,0.4654654654654655
COG0116,0.3865030674846628,0.6580493537015277
COG0117,0.4321319018404909,0.5912162162162165
COG0118,0.49386503067484677,0.5108108108108109
COG0119,0.5218196550526683,0.4818969913309537
COG0120,0.3703987730061352,0.6700450450450454
COG0121,0.1795872838817625,0.9459459459459464
COG0122,0.43213190184049116,0.6503378378378382
COG0123,0.5079754601226996,0.5135135135135136
COG0124,0.49386503067484694,0.5045045045045046
COG0125,0.5031832388007874,0.49974502804691484
COG0126,0.37314246762099545,0.6306306306306309
COG0127,0.42031066440412496,0.5836687751581371
COG0128,0.3762781186094071,0.6306306306306307
COG0129,0.45435582822085907,0.5486486486486488
COG0130,0.47239263803681014,0.5346650998824914
COG0131,0.4265197992191858,0.5804668304668307
COG0132,0.46299846625766894,0.5616554054054055
COG0133,0.3798961774421899,0.630630630630631
COG0134,0.3854556336974414,0.6229400131839158
COG0135,0.359174567763525,0.6592956592956596
COG0136,0.4286375737932632,0.5711371749107599
COG0137,0.3950920245398774,0.6096096096096099
COG0138,0.45587541293062783,0.557865557865558
COG0139,0.46094069529652376,0.5465465465465468
COG0140,0.3950920245398774,0.6621621621621622
COG0141,0.3854556336974414,0.6229400131839158
COG0142,0.5439672801635994,0.45240893066980037
COG0143,0.3950920245398774,0.6054054054054054
COG0144,0.3613646565913513,0.6460118655240606
COG0145,0.6391194514615667,0.44515103338632755
COG0146,0.5718437197287702,0.4978662873399718
COG0147,0.5035486587272949,0.5007949125596186
COG0148,0.4659104062970252,0.5354411014788375
COG0149,0.49386503067484694,0.5080080080080083
COG0150,0.33727367948526116,0.6690837178642058
COG0151,0.411554192229039,0.5912162162162165
COG0152,0.43213190184049105,0.5715090090090093
COG0153,0.3639005489183083,0.6970128022759602
COG0154,0.5470504955167534,0.4511434511434513
COG0155,0.5247315950920248,0.502533783783784
COG0156,0.5185582822085892,0.49662162162162177
COG0157,0.32924335378323133,0.693693693693694
COG0158,0.3591745677635249,0.6879606879606881
COG0159,0.47239263803681014,0.5346650998824914
COG0160,0.4768352020308865,0.5545200372786582
COG0161,0.5072127342065994,0.5113221329437547
COG0162,0.5025293294586162,0.49786628733997174
COG0163,0.5121563281072484,0.5255255255255258
COG0164,0.5108948593188072,0.4892823858341101
COG0165,0.3457055214723927,0.6621621621621622
COG0166,0.49386503067484677,0.5108108108108109
COG0167,0.4659104062970252,0.5354411014788375
COG0168,0.41420938056600054,0.6102877070619007
COG0169,0.45092024539877323,0.5552291421856641
COG0170,0.8231083844580783,0.3153153153153153
COG0171,0.41704158145875947,0.5885885885885886
COG0172,0.44544689041260693,0.5564387917329096
COG0173,0.49386503067484677,0.5108108108108109
COG0174,0.5189768118956019,0.4809894640403116
COG0175,0.39509202453987735,0.6216216216216218
COG0176,0.49386503067484677,0.5202702702702705
COG0177,0.45728243581004335,0.5430430430430432
COG0178,0.45270961145194305,0.5518018018018018
COG0179,0.6584867075664624,0.3485064011379802
COG0180,0.41346839777429034,0.5939660590823383
COG0181,0.4389911383776416,0.5675675675675678
COG0182,0.3703987730061352,0.6700450450450454
COG0183,0.6800764356833957,0.32565352237483397
COG0184,0.4031551270815076,0.5984555984555986
COG0185,0.5279246879627674,0.47297297297297314
COG0186,0.5330606680299935,0.4654654654654655
COG0187,0.48520073189107754,0.5144618302513041
COG0188,0.5279246879627674,0.47297297297297314
COG0189,0.49386503067484677,0.5255255255255257
COG0190,0.4659104062970252,0.5354411014788375
COG0191,0.4197852760736199,0.5912162162162163
COG0192,0.45435582822085907,0.5486486486486488
COG0193,0.4079754601226995,0.5963572267920096
COG0194,0.32924335378323116,0.6756756756756759
COG0195,0.476226993865031,0.5236486486486488
COG0196,0.4294478527607363,0.5757931844888367
COG0197,0.5257272907183853,0.472972972972973
COG0198,0.5181534748063967,0.480726628267612
COG0199,0.5257272907183853,0.472972972972973
COG0200,0.548738922972052,0.45045045045045057
COG0201,0.5181534748063967,0.480726628267612
COG0202,0.5537274586354343,0.4443079443079444
COG0203,0.573520680783693,0.4272013949433304
COG0204,0.5404560713045494,0.4640489546149925
COG0205,0.5053502639463551,0.5059710873664364
COG0206,0.5121563281072485,0.4904904904904906
COG0207,0.31955972573078334,0.6955484896661369
COG0208,0.49386503067484677,0.5255255255255257
COG0209,0.4594093308603226,0.5499685732243873
COG0210,0.4558754129306279,0.5457380457380459
COG0211,0.5218196550526683,0.4818969913309537
COG0212,0.36687116564417194,0.6486486486486489
COG0213,0.5810176831468788,0.5007949125596186
COG0214,0.4609406952965238,0.6306306306306309
COG0215,0.4294478527607363,0.5757931844888367
COG0216,0.5291411042944789,0.472972972972973
COG0217,0.43213190184049105,0.5715090090090093
COG0218,0.435763262360159,0.584260731319555
COG0219,0.41420938056600054,0.6102877070619007
COG0220,0.3639005489183081,0.6472261735419633
COG0221,0.4280163599182006,0.5990990990990992
COG0222,0.5710314417177916,0.42863175675675697
COG0223,0.4845468225489064,0.5175930647628763
COG0224,0.47487022180273725,0.5275467775467777
COG0225,0.5387618516452876,0.46437346437346455
COG0226,0.5128598395469564,0.4911642411642413
COG0227,0.41704158145875947,0.5885885885885886
COG0228,0.476226993865031,0.5236486486486488
COG0229,0.5432515337423317,0.4729729729729731
COG0230,0.21949556918882082,0.9459459459459463
COG0231,0.3992951311839187,0.6037952846463487
COG0232,0.31607361963190195,0.718918918918919
COG0233,0.4837861524978092,0.5212355212355214
COG0234,0.5035486587272949,0.5007949125596186
COG0235,0.41788579518640895,0.6185031185031187
COG0236,0.5371865245936931,0.46467520151730685
COG0237,0.4368806040585183,0.563929313929314
COG0238,0.42031066440412496,0.5836687751581371
COG0239,0.35048486047892363,0.671316477768091
COG0240,0.3703987730061351,0.6385135135135137
COG0241,0.46094069529652354,0.5675675675675677
COG0242,0.5108948593188072,0.4892823858341101
COG0243,0.7227293131827027,0.29993408042188535
COG0244,0.5343457708940965,0.4652193176783342
COG0245,0.41588634162092364,0.5974395448079661
COG0246,0.32924335378323133,0.8408408408408409
COG0247,0.49386503067484677,0.5255255255255257
COG0248,0.4558754129306279,0.5821205821205822
COG0249,0.40954661080353155,0.5998681608437708
COG0250,0.6173312883435585,0.38100600600600615
COG0251,0.562246342614441,0.4365904365904367
COG0252,0.24693251533742347,0.8040540540540543
COG0253,0.411554192229039,0.6043543543543546
COG0254,0.4833572640647437,0.5232892466935023
COG0255,0.5531288343558284,0.45405405405405425
COG0256,0.5664922410682066,0.4312400635930049
COG0257,0.6173312883435585,0.4138513513513514
COG0258,0.5718437197287702,0.4978662873399718
COG0259,0.6238295124313856,0.4480796586059746
COG0260,0.5079754601226996,0.5135135135135136
COG0261,0.5039439088518844,0.5019305019305021
COG0262,0.47034764826175884,0.5405405405405408
COG0263,0.48289025221540594,0.5255255255255256
COG0264,0.3950920245398775,0.6306306306306309
COG0265,0.5810176831468786,0.41732909379968214
COG0266,0.4538219200795891,0.5624543462381303
COG0267,0.4823797974033388,0.5279698302954119
COG0268,0.4434706397896585,0.5598455598455601
COG0269,0.2963190184049082,0.8513513513513516
COG0270,0.6838131193959417,0.36382536382536396
COG0271,0.6691074609143086,0.3661726242371405
COG0272,0.4468302658486709,0.5630630630630632
COG0274,0.5291411042944788,0.5067567567567569
COG0275,0.4079754601226995,0.5963572267920096
COG0276,0.5742616635754032,0.4399748585795099
COG0277,0.5291411042944789,0.472972972972973
COG0278,0.6584867075664627,0.37264537264537273
COG0279,0.548738922972052,0.47297297297297297
COG0280,0.34570552147239286,0.7094594594594597
COG0281,0.32924335378323133,0.6879606879606882
COG0282,0.3823471205224621,0.6408020924149959
COG0283,0.4444785276073621,0.5675675675675678
COG0284,0.4434706397896585,0.5598455598455601
COG0285,0.44896820970440615,0.5589680589680592
COG0286,0.45587541293062783,0.557865557865558
COG0287,0.42031066440412496,0.5836687751581371
COG0288,0.42712651301608373,0.588020452885318
COG0289,0.3950920245398774,0.6148648648648651
COG0290,0.5449545166067276,0.456663560111836
COG0291,0.5545151221612316,0.44807965860597454
COG0292,0.5692003743371118,0.4328905176362805
COG0293,0.47034764826175907,0.5855855855855857
COG0294,0.3527607361963192,0.6531531531531535
COG0295,0.3841172460804365,0.6831831831831833
COG0296,0.4087158874550457,0.619757688723206
COG0297,0.2880879345603274,0.7488738738738739
COG0298,0.35276073619631926,0.7432432432432436
COG0299,0.3639005489183081,0.6472261735419633
COG0300,0.5198579270261546,0.4812707444286394
COG0301,0.46481414651750286,0.6120826709062006
COG0302,0.41903699572411235,0.6019656019656022
COG0303,0.4538219200795891,0.5624543462381303
COG0304,0.5670302204044539,0.43793793793793806
COG0305,0.41704158145875947,0.5885885885885886
COG0306,0.46481414651750286,0.6120826709062006
COG0307,0.45092024539877323,0.5552291421856641
COG0308,0.2351738241308795,0.810810810810811
COG0309,0.4233128834355831,0.6306306306306307
COG0310,0.4115541922290391,0.7094594594594598
COG0311,0.4938650306748468,0.5912162162162166
COG0312,0.6406897695241257,0.38349159970781604
COG0313,0.4837861524978092,0.5212355212355214
COG0314,0.5079754601226996,0.5135135135135136
COG0315,0.49386503067484677,0.5227596017069703
COG0316,0.49386503067484677,0.5255255255255257
COG0317,0.4623417308445376,0.5434157561817139
COG0318,0.6339163080304004,0.3670835014118598
COG0319,0.5043727972849501,0.5031627372052905
COG0320,0.48289025221540594,0.5255255255255256
COG0321,0.5079754601226996,0.5135135135135136
COG0322,0.3703987730061351,0.6385135135135137
COG0323,0.4004311059525785,0.6135865595325057
COG0324,0.46362839614373375,0.5405405405405406
COG0325,0.3379076525670005,0.6721194879089618
COG0326,0.45587541293062783,0.557865557865558
COG0327,0.2963190184049081,0.7567567567567569
COG0328,0.43363758790962154,0.5767963085036256
COG0329,0.5982027132117862,0.39969547011800544
COG0330,0.6078338839075038,0.39293139293139306
COG0331,0.4444785276073621,0.5675675675675678
COG0332,0.5706884798909342,0.4414414414414416
COG0333,0.47239263803681014,0.5346650998824914
COG0334,0.411554192229039,0.6043543543543546
COG0335,0.4848856664807588,0.5159705159705161
COG0336,0.4558754129306279,0.5457380457380459
COG0337,0.41346839777429034,0.5939660590823383
COG0338,0.5926380368098163,0.4729729729729732
COG0339,0.45858895705521496,0.5743243243243246
COG0340,0.3950920245398774,0.6148648648648651
COG0341,0.5408997955010227,0.47297297297297314
COG0342,0.5267893660531701,0.48348348348348363
COG0343,0.3950920245398774,0.6054054054054054
COG0344,0.4538219200795891,0.5624543462381303
COG0345,0.4623417308445376,0.5434157561817139
COG0346,0.6681703356189106,0.3338632750397458
COG0347,0.5043727972849501,0.5031627372052905
COG0348,0.42331288343558304,0.675675675675676
COG0349,0.4115541922290391,0.7094594594594598
COG0350,0.34190655969797096,0.6912681912681913
COG0351,0.31042944785276094,0.702702702702703
COG0352,0.4732873210633949,0.5320945945945947
COG0353,0.41346839777429034,0.5939660590823383
COG0354,0.4489682097044064,0.601965601965602
COG0355,0.4823797974033388,0.5279698302954119
COG0356,0.4841814026223988,0.5193428722840487
COG0357,0.43643886431730644,0.5719673161533629
COG0358,0.4623417308445376,0.5434157561817139
COG0359,0.45270961145194305,0.5518018018018018
COG0360,0.4294478527607363,0.5757931844888367
COG0361,0.5257272907183853,0.472972972972973
COG0362,0.41155419222903916,0.6306306306306307
COG0363,0.4938650306748469,0.528616852146264
COG0364,0.47889942368469995,0.5446355446355448
COG0365,0.5387618516452876,0.46437346437346455
COG0366,0.3823471205224621,0.6408020924149959
COG0367,0.4664280845262443,0.5518018018018019
COG0368,0.31191475621569276,0.7467994310099576
COG0369,0.32924335378323133,0.7882882882882887
COG0370,0.37989617744218995,0.6548856548856549
COG0371,0.4938650306748468,0.5912162162162166
COG0372,0.5136196319018408,0.4918918918918921
COG0373,0.5039439088518844,0.5019305019305021
COG0374,0.3798961774421899,0.7276507276507279
COG0375,0.49386503067484694,0.5780780780780783
COG0376,0.3292433537832312,0.7357357357357357
COG0377,0.4823797974033388,0.5279698302954119
COG0378,0.3746562301671253,0.6523765144454802
COG0379,0.46481414651750286,0.5564387917329096
COG0380,0.493865030674847,0.6081081081081083
COG0381,0.6431730632044517,0.37397862979258345
COG0382,0.4434706397896585,0.5598455598455601
COG0383,0.5644171779141108,0.6756756756756758
COG0384,0.40671237820281514,0.6677265500794916
COG0385,0.3703987730061352,0.6700450450450454
COG0386,0.29050884157343937,0.7790143084260732
COG0387,0.4389911383776417,0.7357357357357359
COG0388,0.5761758691206545,0.4256756756756758
COG0389,0.5408997955010227,0.47297297297297314
COG0390,0.26938092582264384,0.8599508599508603
COG0391,0.3639005489183083,0.6970128022759602
COG0392,0.5185582822085892,0.49662162162162177
COG0393,0.40671237820281514,0.6677265500794916
COG0394,0.46362839614373375,0.5405405405405406
COG0395,0.7597923548843797,0.25467775467775466
COG0396,0.44187923797223144,0.5725462304409675
COG0397,0.44447852760736223,0.614864864864865
COG0398,0.49386503067484694,0.5780780780780783
COG0399,0.6584867075664624,0.3439803439803441
COG0400,0.3639005489183083,0.6970128022759602
COG0401,0.19754601226993873,1.1351351351351355
COG0402,0.6268286927796133,0.3820166320166321
COG0403,0.43460122699386533,0.6054054054054054
COG0404,0.5387618516452876,0.4729729729729732
COG0405,0.4233128834355831,0.6081081081081082
COG0406,0.44896820970440615,0.5589680589680592
COG0407,0.5163134411600672,0.49447174447174463
COG0408,0.4233128834355831,0.6306306306306307
COG0409,0.35276073619631926,0.7432432432432436
COG0410,0.7003904071388737,0.30958230958230964
COG0411,0.7145281294870127,0.30189764232317434
COG0412,0.6758153051340011,0.3485064011379801
COG0413,0.5153374233128837,0.4935370152761459
COG0414,0.45587541293062783,0.557865557865558
COG0415,0.5267893660531698,0.5045045045045046
COG0416,0.5432515337423317,0.4729729729729731
COG0417,0.42331288343558315,0.8108108108108111
COG0418,0.45587541293062783,0.6548856548856551
COG0419,0.41788579518640895,0.6185031185031187
COG0420,0.45153374233128846,0.5675675675675678
COG0421,0.3950920245398776,0.6432432432432434
COG0422,0.3891057817438187,0.630630630630631
COG0423,0.47034764826175907,0.5855855855855857
COG0424,0.4837861524978092,0.5212355212355214
COG0425,0.5686930656255811,0.4586404586404587
COG0426,0.5487389229720522,0.5255255255255258
COG0427,0.30391694195375196,0.8004158004158007
COG0428,0.45858895705521496,0.5743243243243246
COG0429,0.2822085889570554,0.8108108108108112
COG0430,0.6584867075664625,0.945945945945946
COG0431,0.5267893660531698,0.5045045045045046
COG0432,0.4280163599182006,0.5990990990990992
COG0433,0.3292433537832312,0.7357357357357357
COG0434,0.5926380368098162,0.5675675675675678
COG0435,0.5926380368098163,0.5045045045045046
COG0436,0.6036128152692571,0.3941441441441442
COG0437,0.6255623721881391,0.40990990990991
COG0438,0.7407975460122702,0.2508190008190009
COG0439,0.493865030674847,0.5589680589680591
COG0440,0.45587541293062783,0.557865557865558
COG0441,0.49386503067484694,0.5055917986952471
COG0442,0.42031066440412496,0.5836687751581371
COG0443,0.5667303630694963,0.4342046964997785
COG0444,0.517382413087935,0.49549549549549576
COG0445,0.5442594215600354,0.4633204633204635
COG0446,0.3292433537832312,0.7094594594594595
COG0447,0.5555981595092029,0.5320945945945948
COG0448,0.3865030674846628,0.6580493537015277
COG0449,0.47411042944785303,0.5297297297297298
COG0450,0.4818195421218017,0.5306526038233357
COG0451,0.7003904071388737,0.2923832923832926
COG0452,0.37314246762099545,0.6306306306306309
COG0455,0.28220858895705536,0.765765765765766
COG0456,0.52678936605317,0.4729729729729731
COG0457,0.5267893660531698,0.5675675675675678
COG0458,0.48520073189107754,0.5144618302513041
COG0459,0.502844394868935,0.498771498771499
COG0460,0.4577285650157116,0.5537244561634808
COG0461,0.4732873210633949,0.5320945945945947
COG0462,0.4841814026223988,0.5193428722840487
COG0463,0.6087173633899277,0.3849780012570711
COG0464,0.5926380368098163,0.5045045045045046
COG0465,0.4845468225489064,0.5175930647628763
COG0466,0.3737356988890732,0.6391526661796934
COG0467,0.5810176831468788,0.5007949125596186
COG0468,0.5208031232571114,0.4815724815724816
COG0469,0.4823797974033388,0.5279698302954119
COG0470,0.4938650306748469,1.418918918918919
COG0471,0.5531288343558283,0.491891891891892
COG0472,0.5537274586354343,0.4443079443079444
COG0473,0.47487022180273725,0.5275467775467777
COG0474,0.2724772583033637,0.7502329916123023
COG0475,0.5339081412701047,0.48575602629656695
COG0476,0.49386503067484677,0.5141010575793186
COG0477,0.9877300613496938,1.8918918918918928
COG0478,0.4938650306748469,0.945945945945946
COG0479,0.4197852760736199,0.5912162162162163
COG0480,0.5173824130879348,0.48048048048048053
COG0481,0.3545697656127104,0.6548856548856551
COG0482,0.5508494572911754,0.4547817047817048
COG0483,0.5590924875564305,0.44620091789903116
COG0484,0.5467791411042948,0.45608108108108125
COG0486,0.49386503067484677,0.5141010575793186
COG0488,0.5279246879627674,0.47297297297297314
COG0489,0.5307206299789399,0.4659136748688989
COG0490,0.6584867075664625,0.945945945945946
COG0491,0.654519920171484,0.3419081732334745
COG0492,0.5503067484662578,0.44594594594594605
COG0493,0.44544689041260693,0.5564387917329096
COG0494,0.5746793084216401,0.4299754299754301
COG0495,0.43460122699386533,0.5675675675675678
COG0496,0.35048486047892363,0.671316477768091
COG0497,0.3292433537832312,0.6791406791406792
COG0498,0.4841814026223988,0.5193428722840487
COG0499,0.47034764826175884,0.5405405405405408
COG0501,0.4413261976243313,0.5635422656699253
COG0502,0.40954661080353155,0.5998681608437708
COG0503,0.4594093308603226,0.5499685732243873
COG0504,0.41484662576687137,0.5864864864864866
COG0505,0.4079754601226995,0.5963572267920096
COG0506,0.7055214723926386,0.40540540540540554
COG0507,0.5644171779141107,0.49549549549549576
COG0508,0.6078338839075038,0.40020790020790037
COG0509,0.40954661080353155,0.5998681608437708
COG0510,0.5926380368098164,0.7567567567567567
COG0511,0.5432515337423317,0.4729729729729731
COG0512,0.40522258927166915,0.6063756063756065
COG0513,0.4732873210633949,0.5320945945945947
COG0514,0.3405965728792048,0.6849953401677542
COG0515,0.45587541293062783,0.557865557865558
COG0516,0.4260796343077111,0.5749867514573398
COG0517,0.6036128152692574,0.47297297297297314
COG0518,0.3823471205224621,0.6408020924149959
COG0519,0.45435582822085907,0.5486486486486488
COG0520,0.5644171779141107,0.4391891891891894
COG0521,0.4489682097044062,0.5733005733005735
COG0522,0.5416584207401547,0.45771578029642557
COG0523,0.43460122699386533,0.6054054054054054
COG0524,0.6100685673042227,0.3895071542130366
COG0525,0.3950920245398774,0.6096096096096099
COG0526,0.6285554935861687,0.386977886977887
COG0527,0.4732873210633949,0.5320945945945947
COG0528,0.5035486587272949,0.5007949125596186
COG0529,0.5853215178368555,0.45545545545545557
COG0530,0.3591745677635249,0.6879606879606881
COG0531,0.4594093308603226,0.5499685732243873
COG0532,0.44896820970440615,0.5503685503685505
COG0533,0.3675274646882581,0.6379635449402894
COG0534,0.44187923797223144,0.5725462304409675
COG0535,0.493865030674847,0.5159705159705161
COG0536,0.4833572640647437,0.5232892466935023
COG0537,0.5208031232571114,0.4815724815724816
COG0538,0.47889942368469995,0.5446355446355448
COG0539,0.4468302658486709,0.5630630630630632
COG0540,0.3997955010224951,0.6081081081081083
COG0541,0.4669269380925826,0.5331695331695333
COG0542,0.5686930656255812,0.42997542997543015
COG0543,0.4823797974033388,0.5279698302954119
COG0544,0.47239263803681014,0.5346650998824914
COG0545,0.1316973415132925,0.9459459459459462
COG0546,0.5686930656255812,0.42997542997543015
COG0547,0.47239263803681014,0.5346650998824914
COG0548,0.4413261976243313,0.5635422656699253
COG0549,0.5926380368098164,0.7567567567567567
COG0550,0.4368806040585183,0.563929313929314
COG0551,0.4938650306748469,1.418918918918919
COG0552,0.46362839614373375,0.5405405405405406
COG0553,0.4489682097044064,0.601965601965602
COG0554,0.4938650306748467,0.5405405405405407
COG0555,0.2324070732587515,0.8346581875993643
COG0556,0.4623417308445376,0.5434157561817139
COG0557,0.39509202453987735,0.6216216216216218
COG0558,0.47411042944785303,0.5297297297297298
COG0559,0.7003904071388737,0.30958230958230964
COG0560,0.41420938056600054,0.6102877070619007
COG0561,0.35048486047892363,0.671316477768091
COG0562,0.19754601226993873,0.9459459459459464
COG0563,0.4848856664807588,0.5159705159705161
COG0564,0.5189768118956019,0.4809894640403116
COG0565,0.4938650306748469,0.5518018018018018
COG0566,0.5031832388007874,0.49974502804691484
COG0567,0.5318546484190656,0.5093555093555093
COG0568,0.6036128152692571,0.3941441441441442
COG0569,0.5339081412701047,0.48575602629656695
COG0571,0.46362839614373375,0.5405405405405406
COG0572,0.41588634162092364,0.6472261735419632
COG0573,0.46481414651750286,0.5564387917329096
COG0574,0.2560781640536244,0.7707707707707713
COG0575,0.45270961145194305,0.5518018018018018
COG0576,0.4837861524978092,0.5212355212355214
COG0577,0.45153374233128846,0.5675675675675678
COG0578,0.4489682097044064,0.601965601965602
COG0579,0.47793390065307756,0.5492589363557105
COG0580,0.5487389229720521,0.4904904904904906
COG0581,0.49386503067484677,0.5227596017069703
COG0582,0.5387618516452876,0.5159705159705161
COG0583,0.7407975460122704,0.2570505287896593
COG0584,0.49386503067484677,0.5255255255255257
COG0585,0.4115541922290391,0.7094594594594598
COG0586,0.4691717791411044,0.5439189189189191
COG0587,0.5136196319018408,0.4918918918918921
COG0588,0.19754601226993881,0.8828828828828829
COG0589,0.5590924875564305,0.44620091789903116
COG0590,0.45270961145194305,0.5518018018018018
COG0591,0.4444785276073621,0.5675675675675678
COG0592,0.49386503067484694,0.5055917986952471
COG0593,0.5318546484190657,0.47297297297297314
COG0594,0.5198579270261545,0.49786628733997174
COG0595,0.493865030674847,0.5589680589680591
COG0596,0.7485954149176627,0.24893314366998584
COG0597,0.46362839614373375,0.5405405405405406
COG0598,0.4067123782028149,0.6120826709062006
COG0599,0.509796160696616,0.5187445510026156
COG0600,0.6584867075664627,0.35241123476417596
COG0601,0.5531288343558284,0.45405405405405425
COG0602,0.43363758790962154,0.5767963085036256
COG0603,0.5267893660531701,0.48348348348348363
COG0604,0.6931439027015395,0.31531531531531537
COG0605,0.41588634162092364,0.5974395448079661
COG0606,0.3798961774421899,0.630630630630631
COG0607,0.6091002044989776,0.3941441441441442
COG0608,0.3904979312312743,0.6159648020113137
COG0609,0.34861060988812725,0.6677265500794916
COG0610,0.43899113837764175,0.5955955955955958
COG0611,0.4444785276073621,0.5675675675675678
COG0612,0.6078338839075038,0.39293139293139306
COG0613,0.46094069529652354,0.5675675675675677
COG0614,0.36687116564417194,0.6486486486486489
COG0615,0.26938092582264384,0.8599508599508603
COG0616,0.5300014963339821,0.4845088991430456
COG0617,0.4848856664807588,0.5159705159705161
COG0618,0.3891057817438187,0.630630630630631
COG0619,0.45270961145194305,0.5912162162162165
