COG0664,COG0664
COG0665,COG0665
COG0666,COG0666
COG0667,COG0667
COG0668,COG0668
COG0669,COG0669
COG0670,COG0670
COG0671,COG0671
COG0672,COG0672
COG0673,COG0673
COG0674,COG0674
COG0675,COG0675
COG0676,COG0676
COG0677,COG0677
COG0678,COG0678
COG0679,COG0679
COG0680,COG0680
COG0681,COG0681
COG0682,COG0682
COG0683,COG0683
COG0684,COG0684
COG0685,COG0685
COG0686,COG0686
COG0687,COG0687
COG0688,COG0688
COG0689,COG0689
COG0690,COG0690
COG0691,COG0691
COG0692,COG0692
COG0693,COG0693
COG0694,COG0694
COG0695,COG0695
COG0696,COG0696
COG0697,COG0697
COG0698,COG0698
COG0699,COG0699
COG0700,COG0700
COG0701,COG0701
COG0702,COG0702
COG0703,COG0703
COG0704,COG0704
COG0705,COG0705
COG0706,COG0706
COG0707,COG0707
COG0708,COG0708
COG0709,COG0709
COG0710,COG0710
COG0711,COG0711
COG0712,COG0712
COG0713,COG0713
COG0714,COG0714
COG0715,COG0715
COG0716,COG0716
COG0717,COG0717
COG0718,COG0718
COG0719,COG0719
COG0720,COG0720
COG0721,COG0721
COG0722,COG0722
COG0723,COG0723
COG0724,COG0724
COG0725,COG0725
COG0726,COG0726
COG0727,COG0727
COG0728,COG0728
COG0729,COG0729
COG0730,COG0730
COG0731,COG0731
COG0732,COG0732
COG0733,COG0733
COG0735,COG0735
COG0736,COG0736
COG0737,COG0737
COG0738,COG0738
COG0739,COG0739
COG0740,COG0740
COG0741,COG0741
COG0742,COG0742
COG0743,COG0743
COG0744,COG0744
COG0745,COG0745
COG0746,COG0746
COG0747,COG0747
COG0748,COG0748
COG0749,COG0749
COG0750,COG0750
COG0751,COG0751
COG0752,COG0752
COG0753,COG0753
COG0754,COG0754
COG0755,COG0755
COG0756,COG0756
COG0757,COG0757
COG0758,COG0758
COG0759,COG0759
COG0760,COG0760
COG0761,COG0761
COG0762,COG0762
COG0763,COG0763
COG0764,COG0764
COG0765,COG0765
COG0766,COG0766
COG0767,COG0767
COG0768,COG0768
COG0769,COG0769
COG0770,COG0770
COG0771,COG0771
COG0772,COG0772
COG0773,COG0773
COG0774,COG0774
COG0775,COG0775
COG0776,COG0776
COG0777,COG0777
COG0778,COG0778
COG0779,COG0779
COG0780,COG0780
COG0781,COG0781
COG0782,COG0782
COG0783,COG0783
COG0784,COG0784
COG0785,COG0785
COG0786,COG0786
COG0787,COG0787
COG0788,COG0788
COG0789,COG0789
COG0790,COG0790
COG0791,COG0791
COG0792,COG0792
COG0793,COG0793
COG0794,COG0794
COG0795,COG0795
COG0796,COG0796
COG0797,COG0797
COG0798,COG0798
COG0799,COG0799
COG0800,COG0800
COG0801,COG0801
COG0802,COG0802
COG0803,COG0803
COG0804,COG0804
COG0805,COG0805
COG0806,COG0806
COG0807,COG0807
COG0809,COG0809
COG0810,COG0810
COG0811,COG0811
COG0812,COG0812
COG0813,COG0813
COG0814,COG0814
COG0815,COG0815
COG0816,COG0816
COG0817,COG0817
COG0818,COG0818
COG0819,COG0819
COG0820,COG0820
COG0821,COG0821
COG0822,COG0822
COG0823,COG0823
COG0824,COG0824
COG0825,COG0825
COG0826,COG0826
COG0827,COG0827
COG0828,COG0828
COG0829,COG0829
COG0830,COG0830
COG0831,COG0831
COG0832,COG0832
COG0833,COG0833
COG0834,COG0834
COG0835,COG0835
COG0836,COG0836
COG0837,COG0837
COG0838,COG0838
COG0839,COG0839
COG0840,COG0840
COG0841,COG0841
COG0842,COG0842
COG0843,COG0843
COG0845,COG0845
COG0846,COG0846
COG0847,COG0847
COG0848,COG0848
COG0849,COG0849
COG0850,COG0850
COG0851,COG0851
COG0852,COG0852
COG0853,COG0853
COG0854,COG0854
COG0855,COG0855
COG0856,COG0856
COG0857,COG0857
COG0858,COG0858
COG0859,COG0859
COG0860,COG0860
COG0861,COG0861
COG0863,COG0863
COG0864,COG0864
COG1001,COG1001
COG1002,COG1002
COG1003,COG1003
COG1004,COG1004
COG1005,COG1005
COG1006,COG1006
COG1007,COG1007
COG1008,COG1008
COG1009,COG1009
COG1010,COG1010
COG1011,COG1011
COG1012,COG1012
COG1013,COG1013
COG1014,COG1014
COG1015,COG1015
COG1017,COG1017
COG1018,COG1018
COG1019,COG1019
COG1020,COG1020
COG1021,COG1021
COG1022,COG1022
COG1023,COG1023
COG1024,COG1024
COG1025,COG1025
COG1026,COG1026
COG1027,COG1027
COG1028,COG1028
COG1029,COG1029
COG1030,COG1030
COG1031,COG1031
COG1032,COG1032
COG1033,COG1033
COG1034,COG1034
COG1035,COG1035
COG1036,COG1036
COG1038,COG1038
COG1039,COG1039
COG1040,COG1040
COG1041,COG1041
COG1042,COG1042
COG1043,COG1043
COG1044,COG1044
COG1045,COG1045
COG1047,COG1047
COG1048,COG1048
COG1049,COG1049
COG1051,COG1051
COG1052,COG1052
COG1053,COG1053
COG1054,COG1054
COG1055,COG1055
COG1056,COG1056
COG1057,COG1057
COG1058,COG1058
COG1059,COG1059
COG1060,COG1060
COG1061,COG1061
COG1062,COG1062
COG1063,COG1063
COG1064,COG1064
COG1066,COG1066
COG1067,COG1067
COG1069,COG1069
COG1070,COG1070
COG1071,COG1071
COG1072,COG1072
COG1073,COG1073
COG1074,COG1074
COG1075,COG1075
COG1076,COG1076
COG1077,COG1077
COG1078,COG1078
COG1079,COG1079
COG1080,COG1080
COG1082,COG1082
COG1083,COG1083
COG1084,COG1084
COG1085,COG1085
COG1086,COG1086
COG1087,COG1087
COG1088,COG1088
COG1089,COG1089
COG1090,COG1090
COG1091,COG1091
COG1092,COG1092
COG1093,COG1093
COG1094,COG1094
COG1095,COG1095
COG1096,COG1096
COG1097,COG1097
COG1098,COG1098
COG1099,COG1099
COG1100,COG1100
COG1101,COG1101
COG1102,COG1102
COG1103,COG1103
COG1104,COG1104
COG1105,COG1105
COG1106,COG1106
COG1107,COG1107
COG1108,COG1108
COG1109,COG1109
COG1110,COG1110
COG1111,COG1111
COG1112,COG1112
COG1113,COG1113
COG1114,COG1114
COG1115,COG1115
COG1116,COG1116
COG1117,COG1117
COG1118,COG1118
COG1119,COG1119
COG1120,COG1120
COG1121,COG1121
COG1122,COG1122
COG1123,COG1123
COG1124,COG1124
COG1125,COG1125
COG1126,COG1126
COG1127,COG1127
COG1129,COG1129
COG1131,COG1131
COG1132,COG1132
COG1133,COG1133
COG1134,COG1134
COG1135,COG1135
COG1136,COG1136
COG1137,COG1137
COG1138,COG1138
COG1139,COG1139
COG1140,COG1140
COG1141,COG1141
COG1142,COG1142
COG1143,COG1143
COG1144,COG1144
COG1145,COG1145
COG1146,COG1146
COG1148,COG1148
COG1149,COG1149
COG1150,COG1150
COG1151,COG1151
COG1152,COG1152
COG1153,COG1153
COG1154,COG1154
COG1155,COG1155
COG1156,COG1156
COG1157,COG1157
COG1158,COG1158
COG1159,COG1159
COG1160,COG1160
COG1161,COG1161
COG1162,COG1162
COG1163,COG1163
COG1164,COG1164
COG1165,COG1165
COG1166,COG1166
COG1167,COG1167
COG1168,COG1168
COG1169,COG1169
COG1171,COG1171
COG1172,COG1172
COG1173,COG1173
COG1174,COG1174
COG1175,COG1175
COG1176,COG1176
COG1177,COG1177
COG1178,COG1178
COG1179,COG1179
COG1180,COG1180
COG1181,COG1181
COG1182,COG1182
COG1183,COG1183
COG1184,COG1184
COG1185,COG1185
COG1186,COG1186
COG1187,COG1187
COG1188,COG1188
COG1189,COG1189
COG1190,COG1190
COG1191,COG1191
COG1192,COG1192
COG1193,COG1193
COG1194,COG1194
COG1195,COG1195
COG1196,COG1196
COG1197,COG1197
COG1198,COG1198
COG1199,COG1199
COG1200,COG1200
COG1201,COG1201
COG1202,COG1202
COG1203,COG1203
COG1204,COG1204
COG1205,COG1205
COG1206,COG1206
COG1207,COG1207
COG1208,COG1208
COG1209,COG1209
COG1210,COG1210
COG1211,COG1211
COG1212,COG1212
COG1213,COG1213
COG1214,COG1214
COG1215,COG1215
COG1216,COG1216
COG1217,COG1217
COG1218,COG1218
COG1219,COG1219
COG1220,COG1220
COG1221,COG1221
COG1222,COG1222
COG1223,COG1223
COG1224,COG1224
COG1225,COG1225
COG1226,COG1226
COG1227,COG1227
COG1228,COG1228
COG1229,COG1229
COG1230,COG1230
COG1231,COG1231
COG1232,COG1232
COG1233,COG1233
COG1234,COG1234
COG1235,COG1235
COG1236,COG1236
COG1237,COG1237
COG1238,COG1238
COG1239,COG1239
COG1240,COG1240
COG1241,COG1241
COG1242,COG1242
COG1243,COG1243
COG1244,COG1244
COG1245,COG1245
COG1246,COG1246
COG1247,COG1247
COG1249,COG1249
COG1250,COG1250
COG1251,COG1251
COG1252,COG1252
COG1253,COG1253
COG1254,COG1254
COG1255,COG1255
COG1256,COG1256
COG1257,COG1257
COG1258,COG1258
COG1259,COG1259
COG1260,COG1260
COG1261,COG1261
COG1262,COG1262
COG1263,COG1263
COG1264,COG1264
COG1266,COG1266
COG1267,COG1267
COG1268,COG1268
COG1269,COG1269
COG1270,COG1270
COG1271,COG1271
COG1272,COG1272
COG1273,COG1273
COG1274,COG1274
COG1275,COG1275
COG1276,COG1276
COG1277,COG1277
COG1278,COG1278
COG1279,COG1279
COG1280,COG1280
COG1281,COG1281
COG1282,COG1282
COG1283,COG1283
COG1284,COG1284
COG1285,COG1285
COG1286,COG1286
COG1287,COG1287
COG1288,COG1288
COG1289,COG1289
COG1290,COG1290
COG1291,COG1291
COG1292,COG1292
COG1293,COG1293
COG1294,COG1294
COG1295,COG1295
COG1296,COG1296
COG1297,COG1297
COG1298,COG1298
COG1299,COG1299
COG1300,COG1300
COG1301,COG1301
COG1302,COG1302
COG1303,COG1303
COG1304,COG1304
COG1305,COG1305
COG1306,COG1306
COG1307,COG1307
COG1308,COG1308
COG1309,COG1309
COG1310,COG1310
COG1311,COG1311
COG1312,COG1312
COG1313,COG1313
COG1314,COG1314
COG1315,COG1315
COG1316,COG1316
COG1317,COG1317
COG1318,COG1318
COG1319,COG1319
COG1320,COG1320
COG1321,COG1321
COG1322,COG1322
COG1323,COG1323
COG1324,COG1324
COG1325,COG1325
COG1326,COG1326
COG1327,COG1327
COG1328,COG1328
COG1329,COG1329
COG1330,COG1330
COG1331,COG1331
COG1332,COG1332
COG1333,COG1333
COG1334,COG1334
COG1335,COG1335
COG1336,COG1336
COG1337,COG1337
COG1338,COG1338
COG1339,COG1339
COG1340,COG1340
COG1341,COG1341
COG1342,COG1342
COG1343,COG1343
COG1344,COG1344
COG1345,COG1345
COG1346,COG1346
COG1347,COG1347
COG1348,COG1348
COG1349,COG1349
COG1350,COG1350
COG1351,COG1351
COG1352,COG1352
COG1353,COG1353
COG1354,COG1354
COG1355,COG1355
COG1356,COG1356
COG1357,COG1357
COG1358,COG1358
COG1359,COG1359
COG1360,COG1360
COG1361,COG1361
COG1362,COG1362
COG1363,COG1363
COG1364,COG1364
COG1365,COG1365
COG1366,COG1366
COG1367,COG1367
COG1368,COG1368
COG1369,COG1369
COG1370,COG1370
COG1371,COG1371
COG1372,COG1372
COG1373,COG1373
COG1374,COG1374
COG1376,COG1376
COG1377,COG1377
COG1378,COG1378
COG1379,COG1379
COG1380,COG1380
COG1381,COG1381
COG1382,COG1382
COG1383,COG1383
COG1384,COG1384
COG1385,COG1385
COG1386,COG1386
COG1387,COG1387
COG1388,COG1388
COG1389,COG1389
COG1390,COG1390
COG1391,COG1391
COG1392,COG1392
COG1393,COG1393
COG1394,COG1394
COG1395,COG1395
COG1396,COG1396
COG1397,COG1397
COG1398,COG1398
COG1399,COG1399
COG1400,COG1400
COG1401,COG1401
COG1402,COG1402
COG1403,COG1403
COG1404,COG1404
COG1405,COG1405
COG1406,COG1406
COG1407,COG1407
COG1408,COG1408
COG1409,COG1409
COG1410,COG1410
COG1411,COG1411
COG1412,COG1412
COG1413,COG1413
COG1414,COG1414
COG1415,COG1415
COG1416,COG1416
COG1417,COG1417
COG1418,COG1418
COG1419,COG1419
COG1420,COG1420
COG1421,COG1421
COG1422,COG1422
COG1423,COG1423
COG1424,COG1424
COG1426,COG1426
COG1427,COG1427
COG1428,COG1428
COG1429,COG1429
COG1430,COG1430
COG1431,COG1431
COG1432,COG1432
COG1433,COG1433
COG1434,COG1434
COG1435,COG1435
COG1436,COG1436
COG1437,COG1437
COG1438,COG1438
COG1439,COG1439
COG1440,COG1440
COG1441,COG1441
COG1442,COG1442
COG1443,COG1443
COG1444,COG1444
COG1445,COG1445
COG1446,COG1446
COG1447,COG1447
COG1448,COG1448
COG1449,COG1449
COG1450,COG1450
COG1451,COG1451
COG1452,COG1452
COG1453,COG1453
COG1454,COG1454
COG1455,COG1455
COG1456,COG1456
COG1457,COG1457
COG1458,COG1458
COG1459,COG1459
COG1460,COG1460
COG1461,COG1461
COG1462,COG1462
COG1463,COG1463
COG1464,COG1464
COG1465,COG1465
COG1466,COG1466
COG1467,COG1467
COG1468,COG1468
COG1469,COG1469
COG1470,COG1470
COG1471,COG1471
COG1472,COG1472
COG1473,COG1473
COG1474,COG1474
COG1475,COG1475
COG1476,COG1476
COG1477,COG1477
COG1478,COG1478
COG1479,COG1479
COG1480,COG1480
COG1481,COG1481
COG1482,COG1482
COG1483,COG1483
COG1484,COG1484
COG1485,COG1485
COG1486,COG1486
COG1487,COG1487
COG1488,COG1488
COG1489,COG1489
COG1490,COG1490
COG1491,COG1491
COG1492,COG1492
COG1493,COG1493
COG1494,COG1494
COG1495,COG1495
COG1496,COG1496
COG1497,COG1497
COG1498,COG1498
COG1499,COG1499
COG1500,COG1500
COG1501,COG1501
COG1502,COG1502
COG1503,COG1503
COG1504,COG1504
COG1505,COG1505
COG1506,COG1506
COG1507,COG1507
COG1508,COG1508
COG1509,COG1509
COG1510,COG1510
COG1511,COG1511
COG1512,COG1512
COG1513,COG1513
COG1514,COG1514
COG1515,COG1515
COG1516,COG1516
COG1517,COG1517
COG1518,COG1518
COG1519,COG1519
COG1520,COG1520
COG1521,COG1521
COG1522,COG1522
COG1523,COG1523
COG1524,COG1524
COG1525,COG1525
COG1526,COG1526
COG1527,COG1527
COG1528,COG1528
COG1529,COG1529
COG1530,COG1530
COG1531,COG1531
COG1532,COG1532
COG1533,COG1533
COG1534,COG1534
COG1535,COG1535
COG1536,COG1536
COG1537,COG1537
COG1538,COG1538
COG1539,COG1539
COG1540,COG1540
COG1541,COG1541
COG1542,COG1542
COG1543,COG1543
COG1544,COG1544
COG1545,COG1545
COG1546,COG1546
COG1547,COG1547
COG1548,COG1548
COG1549,COG1549
COG1550,COG1550
COG1551,COG1551
COG1552,COG1552
COG1553,COG1553
COG1554,COG1554
COG1555,COG1555
COG1556,COG1556
COG1558,COG1558
COG1559,COG1559
COG1560,COG1560
COG1561,COG1561
COG1562,COG1562
